Tipo,Habitaciones,Ba�os,Area,Barrio,Valor
Casa,4,3,109,Engativa,540000000
Casa,12,3,390,Fontibón,700000000
Apartamento,3,2,51,Ciudad Bolívar,197000000
Apartamento,3,2,43,Kennedy,130000000
Casa,3,3,143,Engativa,680000000
Casa,10,8,480,Kennedy,820000000
Apartamento,4,3,116,Usaquén,649000000
Casa,3,2,58,Suba,180000000
Casa,3,3,120,Engativa,430000000
Apartamento,2,2,72,Chapinero,470000000
Apartamento,3,1,70,Kennedy,187000000
Casa,4,4,212,Usaquén,1100000000
Casa,11,8,616,Engativa,1500000000
Apartamento,4,3,156,Cedritos,490000000
Casa,3,3,77,Nueva Zelandia,370000000
Apartamento,1,2,54,Cedritos,320000000
Apartamento,3,2,70,Cedritos,275000000
Apartamento,4,5,335,Usaquén,1800000000
Apartamento,3,2,69,Cedritos,320000000
Apartamento,3,3,82,Cedritos,380000000
Casa,6,4,257,Fontibón,700000000
Apartamento,3,1,59,Engativa,230000000
Apartamento,3,2,64,Fontibón,290000000
Apartamento,5,3,192,Chapinero,1150000000
Apartamento,3,1,40,Bosa,115000000
Casa,5,3,144,Suba,200000000
Apartamento,2,2,72,Chapinero,470000000
Casa,3,3,134,Usaquén,550000000
Apartamento,3,2,63,Usaquén,300000000
Casa,4,2,183,Kennedy,650000000
Casa,4,3,125,Suba,230000000
Apartamento,2,2,80,Barrios Unidos,670000000
Apartamento,3,3,89,Cedritos,355000000
Apartamento,4,3,83,Cedritos,430000000
Casa,3,3,143,Engativa,680000000
Apartamento,3,3,92,Engativa,330000000
Casa,4,4,207,Suba,950000000
Apartamento,3,2,88,Engativa,398000000
Apartamento,1,2,56,Normandia,465000000
Apartamento,2,3,87,San Patricio,600000000
Apartamento,4,3,270,Engativa,670000000
Apartamento,1,2,60,El Batán,360000000
Apartamento,4,3,123,Chapinero,580000000
Apartamento,3,2,59,Antonio Nariño,260000000
Apartamento,6,3,189,Cedritos,550000000
Apartamento,3,2,52,Kennedy,185000000
Apartamento,3,2,51,Kennedy,163000000
Apartamento,3,3,136,Suba,665000000
Casa,6,4,275,Kennedy,750000000
Apartamento,1,2,48,Pasadena ,312000000
Apartamento,2,2,80,San Luis,300000000
Casa,5,4,300,Barrios Unidos,1050000000
Apartamento,3,3,93,Usaquén,460000000
Apartamento,3,3,142,Puente Largo,560000000
Apartamento,3,2,51,Ciudad Bolívar,197000000
Apartamento,4,5,132,El Batán,580000000
Apartamento,3,3,99,El Batán,535000000
Casa,4,3,420,Puente Largo,1350000000
Apartamento,3,1,40,Engativa,180000000
Apartamento,3,5,200,El Castillo,1900000000
Apartamento,3,2,99,Engativa,600000000
Apartamento,1,1,40,Usaquén,280000000
Apartamento,3,1,49,Tintala,140000000
Apartamento,3,2,55,Fontibón,160000000
Apartamento,2,1,49,Fontibón,170000000
Casa,4,4,167,Fontibón,660000000
Apartamento,3,2,56,Ciudad Bolívar,230000000
Casa,3,3,32,Bosa,240000000
Apartamento,3,1,42,Bosa,110000000
Casa,4,3,109,Engativa,540000000
Casa,4,4,187,Suba,3500000000
Apartamento,3,2,53,Kennedy,188000000
Casa,3,4,231,Usaquén,848000000
Casa,6,5,269,Teusaquillo,1150000000
Casa,3,2,110,Kennedy,510000000
Apartamento,3,2,71,Suba,310000000
Casa,2,1,36,Suba,145000000
Casa,3,3,145,Cedritos,699000000
Casa,3,2,200,Engativa,490000000
Apartamento,2,2,53,Usaquén,200000000
Apartamento,2,2,56,Usaquén,300000000
Casa,3,2,66,Suba,196000000
Apartamento,3,4,130,Cedritos,570000000
Apartamento,2,2,79,Cedritos,330000000
Casa,9,4,250,Kennedy,480000000
Apartamento,3,5,152,Chapinero,1500000000
Apartamento,3,3,120,Chapinero,900000000
Apartamento,3,2,87,Engativa,480000000
Apartamento,5,3,267,Las Nieves,1100000000
Apartamento,3,3,106,Usaquén,698000000
Casa,5,5,486,Palermo,1300000000
Apartamento,1,2,61,Santa Fe,400000000
Casa,3,2,82,Engativa,330000000
Casa,5,4,140,Barrios Unidos,650000000
Apartamento,3,2,78,Pinar De Suba,340000000
Casa,10,6,593,Chapinero,2000000000
Casa,3,2,90,Usme,155000000
Casa,12,7,288,Suba,750000000
Apartamento,1,1,29,Engativa,155000000
Apartamento,2,2,85,Chico Reservado,760000000
Casa,2,2,88,Chico Reservado,700000000
Apartamento,2,3,71,Los Mártires,430000000
Apartamento,2,1,70,Engativa,160000000
Apartamento,3,3,112,Usaquén,550000000
Apartamento,1,2,56,Normandia,465000000
Apartamento,2,3,87,San Patricio,600000000
Apartamento,2,2,69,Chico Reservado,580000000
Apartamento,3,2,88,Engativa,398000000
Apartamento,3,3,92,Engativa,330000000
Apartamento,1,2,48,Pasadena ,312000000
Apartamento,3,3,142,Puente Largo,560000000
Casa,3,2,200,Engativa,490000000
Apartamento,2,2,53,Usaquén,200000000
Casa,5,4,140,Barrios Unidos,650000000
Apartamento,3,3,120,Chapinero,900000000
Apartamento,10,8,470,Suba,1850000000
Apartamento,3,1,44,Engativa,130000000
Casa,3,1,90,Engativa,320000000
Apartamento,3,1,50,Suba,150000000
Apartamento,3,1,55,Engativa,190000000
Casa,3,4,192,Barrios Unidos,800000000
Apartamento,3,2,46,Gran Granada,190000000
Casa,4,7,498,Tunjuelito,1550000000
Casa,8,4,250,Kennedy,400000000
Casa,8,4,196,Engativa,650000000
Apartamento,2,1,42,Bosa,135000000
Casa,3,3,120,Suba,550000000
Casa,8,6,220,Rafael Uribe Uribe,700000000
Apartamento,3,3,202,Chapinero,1600000000
Apartamento,3,5,152,Chapinero,1500000000
Casa,3,2,58,Suba,205000000
Apartamento,2,2,140,Usaquén,649000000
Apartamento,3,2,50,Bosa,150000000
Casa,2,1,79,Gran Granada,230000000
Apartamento,3,2,110,Chapinero,730000000
Apartamento,3,2,52,Gran Granada,200000000
Apartamento,2,1,47,Usaquén,205000000
Apartamento,2,2,69,Quinta Paredes,430000000
Casa,4,2,210,Barrios Unidos,610000000
Apartamento,1,1,39,Usaquén,260000000
Casa,4,4,246,Suba,1800000000
Casa,10,8,450,Kennedy,1300000000
Apartamento,3,2,82,Suba,520000000
Casa,7,5,324,Engativa,650000000
Apartamento,3,3,202,Chapinero,1600000000
Casa,5,5,486,Palermo,1300000000
Apartamento,3,5,152,Chapinero,1500000000
Casa,8,3,360,Engativa,430000000
Apartamento,2,1,47,Kennedy,185000000
Apartamento,1,2,35,Quinta Camacho,310000000
Casa,8,4,250,Kennedy,400000000
Casa,8,4,196,Engativa,650000000
Apartamento,2,1,42,Bosa,135000000
Apartamento,3,2,64,Colina Campestre,240000000
Apartamento,3,2,46,Gran Granada,190000000
Apartamento,3,1,44,Engativa,130000000
Casa,4,7,498,Tunjuelito,1550000000
Casa,3,2,64,Engativa,250000000
Apartamento,3,3,120,Suba,390000000
Casa,3,1,90,Engativa,320000000
Apartamento,2,1,47,Kennedy,185000000
Apartamento,1,2,35,Quinta Camacho,310000000
Apartamento,3,3,120,Suba,390000000
Casa,3,2,64,Engativa,250000000
Apartamento,3,2,114,Alhambra,500000000
Casa,6,4,240,Tunjuelito,550000000
Apartamento,3,3,112,Cedritos,700000000
Apartamento,2,2,140,Usaquén,649000000
Apartamento,3,3,125,Suba,820000000
Casa,9,4,288,Kennedy,700000000
Apartamento,3,2,47,Suba,150000000
Apartamento,3,3,100,Cedritos,530000000
Casa,10,7,350,Engativa,780000000
Apartamento,3,2,45,Fontibón,286500000
Casa,3,3,166,Suba,1150000000
Casa,7,5,324,Engativa,650000000
Apartamento,2,1,49,Usme,115000000
Casa,8,6,360,Puente Aranda,850000000
Apartamento,3,3,203,Cedritos,1400000000
Apartamento,2,1,46,Bosa,160000000
Apartamento,3,2,82,Suba,520000000
Apartamento,1,1,40,Cedritos,270000000
Casa,3,3,165,Fontibón,700000000
Apartamento,3,2,52,Gran Granada,200000000
Apartamento,3,2,50,Bosa,150000000
Apartamento,3,2,110,Chapinero,730000000
Casa,2,1,79,Gran Granada,230000000
Casa,4,3,105,Usaquén,390000000
Casa,4,4,383,Engativa,1300000000
Casa,3,2,210,Suba,350000000
Apartamento,3,1,44,Engativa,130000000
Apartamento,3,3,120,Suba,390000000
Apartamento,3,2,46,Gran Granada,190000000
Casa,4,7,498,Tunjuelito,1550000000
Apartamento,3,2,75,Suba,365000000
Apartamento,3,2,62,Suba,220000000
Apartamento,1,2,35,Quinta Camacho,310000000
Casa,8,4,250,Kennedy,400000000
Casa,8,4,196,Engativa,650000000
Apartamento,2,1,42,Bosa,135000000
Casa,8,6,220,Rafael Uribe Uribe,700000000
Apartamento,3,3,202,Chapinero,1600000000
Apartamento,3,1,50,Suba,165000000
Apartamento,3,3,115,Colina Campestre,620000000
Apartamento,10,8,470,Suba,1850000000
Apartamento,3,2,64,Colina Campestre,240000000
Casa,3,4,192,Barrios Unidos,800000000
Apartamento,3,2,62,Engativa,300000000
Apartamento,2,1,47,Kennedy,185000000
Apartamento,3,3,69,Usaquén,290000000
Casa,8,3,360,Engativa,430000000
Casa,6,4,240,Tunjuelito,550000000
Casa,7,5,324,Engativa,650000000
Apartamento,3,2,50,Bosa,150000000
Casa,2,1,79,Gran Granada,230000000
Casa,3,3,165,Fontibón,700000000
Apartamento,3,2,110,Chapinero,730000000
Apartamento,2,2,67,Chapinero,600000000
Apartamento,7,3,106,Suba,290000000
Casa,3,2,58,Suba,205000000
Apartamento,5,4,184,Los Mártires,560000000
Casa,6,3,160,Puente Aranda,1500000000
Apartamento,2,2,62,Santa Barbara,390000000
Apartamento,2,1,80,Ingles,200000000
Apartamento,3,2,67,Kennedy,380000000
Apartamento,3,2,86,Alhambra,450000000
Casa,3,2,62,Kennedy,155000000
Apartamento,3,2,132,La Sabana,460000000
Apartamento,3,3,92,Modelia,610000000
Casa,13,8,430,Rafael Uribe Uribe,800000000
Casa,4,2,89,Tintala,210000000
Apartamento,2,2,63,Suba,320000000
Apartamento,3,2,58,Kennedy,195000000
Casa,5,5,250,San Cristobal,1100000000
Casa,4,4,307,Alhambra,920000000
Apartamento,2,1,54,Usaquén,340000000
Casa,12,5,72,Patio Bonito,550000000
Apartamento,4,6,270,Usaquén,2000000000
Apartamento,2,1,4600,Engativa,155000000
Apartamento,3,1,47,Kennedy,150000000
Apartamento,4,4,170,Usaquén,780000000
Casa,6,4,230,Engativa,660000000
Casa,5,4,173,Bellavista Occidental,550000000
Apartamento,4,2,100,Cedritos,400000000
Apartamento,2,1,42,Villa Alsacia,170000000
Casa,3,3,122,Villa Alsacia,420000000
Apartamento,1,2,64,Teusaquillo,355000000
Casa,8,5,313,Tunjuelito,650000000
Casa,10,7,400,Rafael Uribe Uribe,600000000
Apartamento,3,3,130,Los Rosales,805000000
Apartamento,3,2,66,Tintala,200000000
Casa,14,6,150,Kennedy,850000000
Apartamento,3,2,62,Rafael Uribe Uribe,170000000
Apartamento,1,2,43,Chapinero,335000000
Apartamento,2,1,45,Fontibón,250000000
Casa,3,3,275,Modelia,850000000
Apartamento,2,1,37,Los Mártires,215000000
Apartamento,3,4,159,Santa Barbara,1200000000
Apartamento,4,4,214,Cedritos,950000000
Apartamento,3,3,107,Usaquén,510000000
Casa,4,4,146,Engativa,480000000
Apartamento,3,2,120,Usaquén,480000000
Apartamento,3,2,63,Barrancas,235000000
Casa,3,3,129,Usaquén,600000000
Casa,7,4,265,Puente Aranda,649999999
Casa,4,3,189,Usaquén,650000000
Apartamento,4,6,350,Suba,1300000000
Casa,7,3,216,Kennedy,300000000
Apartamento,2,1,47,Chapinero,290000000
Apartamento,1,1,43,Teusaquillo,210000000
Apartamento,3,1,45,San Cristobal,125000000
Apartamento,3,2,66,Eduardo Santos,440000000
Casa,9,6,319,Engativa,600000000
Apartamento,3,1,48,Engativa,175000000
Casa,7,4,320,Venecia,900000000
Apartamento,2,1,43,Kennedy,125000000
Casa,5,4,233,Santa Fe,1200000000
Apartamento,2,1,40,Kennedy,145000000
Apartamento,3,1,42,Rafael Uribe Uribe,130000000
Casa,5,5,234,Puente Aranda,500000000
Apartamento,3,1,50,Ciudad Bolívar,200000000
Apartamento,3,3,100,Chapinero,590000000
Apartamento,3,2,76,Kennedy,400000000
Apartamento,1,1,52,Parque Central Bavaria,365000000
Apartamento,3,1,48,Kennedy,130000000
Apartamento,3,1,47,Kennedy,137000000
Casa,7,4,280,Las Delicias,550000000
Casa,4,2,132,Kennedy,185000000
Casa,4,3,205,Suba,1100000000
Casa,6,3,72,Bosa,430000000
Casa,5,3,240,Bosa,375000000
Apartamento,2,1,37,Bosa,110000000
Apartamento,2,1,40,Bosa,110000000
Apartamento,4,1,54,Bosa,150000000
Casa,3,2,115,Kennedy,560000000
Apartamento,2,2,92,Chapinero Central,468000000
Apartamento,3,1,46,Bosa,130000000
Casa,4,6,310,Suba,1950000000
Casa,4,3,176,Antonio Nariño,668000000
Casa,4,3,70,Kennedy,180000000
Apartamento,1,2,48,Marly,400000000
Apartamento,7,5,154,Villemar,700000000
Casa,4,2,63,Engativa,200000000
Casa,4,3,77,Kennedy,340000000
Casa,3,3,73,Suba,349000000
Casa,3,3,355,Barrios Unidos,850000000
Apartamento,3,2,62,Suba,300000000
Casa,3,3,120,Antonio Nariño,550000000
Casa,16,7,392,Suba,1300000000
Apartamento,3,2,47,El Castillo,150000000
Casa,4,3,193,Villas De Granada,350000000
Apartamento,2,2,51,Chapinero Alto,430000000
Casa,4,4,123,San Cristobal,500000000
Apartamento,3,1,44,Kennedy,145000000
Casa,13,7,320,Kennedy,600000000
Casa,6,3,300,Barrios Unidos,850000000
Apartamento,3,4,460,Suba,1700000000
Apartamento,4,5,280,Suba,1650000000
Apartamento,3,2,119,Suba,539000000
Apartamento,4,2,100,Cedritos,400000000
Apartamento,4,2,53,Kennedy,165000000
Apartamento,3,2,63,Villa Alsacia,290000000
Apartamento,3,2,80,Usaquén,295000000
Apartamento,3,1,49,Kennedy,250000000
Casa,3,2,57,Usme,140000000
Apartamento,3,2,79,Chapinero,420000000
Apartamento,3,2,61,Suba,300000000
Apartamento,3,2,52,Bosa,134999998
Casa,10,7,298,Rafael Uribe Uribe,260000000
Apartamento,3,2,64,Suba,280000000
Apartamento,3,2,72,Kennedy,300000000
Casa,8,8,320,Kennedy,1400000000
Casa,20,8,259,Chapinero,2200000000
Casa,3,3,170,Kennedy,700000000
Casa,5,3,242,Kennedy,930000000
Casa,4,1,67,Kennedy,160000000
Apartamento,3,2,89,Usaquén,500000000
Casa,7,3,170,Rafael Uribe Uribe,450000000
Apartamento,3,2,83,Niza,390000000
Apartamento,3,4,188,Lagos De Cordoba,1080000000
Apartamento,2,2,89,Santa Barbara,470000000
Apartamento,2,2,130,Santa Barbara,600000000
Casa,4,2,120,Fontibón,320000000
Apartamento,4,3,120,Modelia,700000000
Apartamento,1,1,16,Las Nieves,180000000
Apartamento,3,3,130,Santa Barbara,850000000
Apartamento,2,1,49,Fontibón,155000000
Apartamento,1,1,26,Teusaquillo,164000000
Apartamento,1,2,69,Cedritos,490000000
Casa,4,2,130,Madelena,410000000
Casa,10,6,231,Antonio Nariño,750000000
Apartamento,3,1,55,Bosa,130000000
Apartamento,3,3,122,Nicolas De Federman,550000000
Apartamento,2,1,46,Suba,177600000
Apartamento,2,2,80,Chico Reservado,560000000
Apartamento,3,4,139,Chico Reservado,780000000
Apartamento,3,2,72,Usaquén,380000000
Apartamento,3,2,90,Suba,160000000
Casa,10,7,400,Usaquén,1700000000
Apartamento,3,3,177,Chico Reservado,1050000000
Casa,5,3,128,Suba,650000000
Apartamento,3,1,47,Suba,170000000
Apartamento,4,5,255,Chico Reservado,1301265000
Apartamento,4,2,99,Lagos De Cordoba,1200000000
Apartamento,3,2,55,Ciudad Bolívar,155000000
Apartamento,3,2,56,Ciudad Bolívar,185000000
Apartamento,3,2,64,Ciudad Bolívar,190000000
Apartamento,3,2,54,Fontibón,200000000
Apartamento,1,1,19,Las Nieves,190000000
Casa,6,5,320,Kennedy,500000000
Casa,2,1,50,Ciudad Bolívar,170000000
Apartamento,2,1,53,Fontibón,155000000
Apartamento,1,1,19,Las Nieves,180000000
Casa,3,3,72,Quirigua,230000000
Apartamento,1,1,45,Barrios Unidos,380000000
Casa,4,2,96,Engativa,280000000
Casa,5,2,100,Quirigua,320000000
Casa,3,2,105,Suba,320000000
Casa,2,4,180,Suba,1170000000
Apartamento,5,3,114,San Luis,450000000
Casa,3,4,181,Cedritos,650000000
Casa,9,8,117,Bosa,800000000
Apartamento,3,2,55,Villemar,245000000
Apartamento,3,3,169,Bella Suiza,1100000000
Apartamento,3,3,110,Usaquén,850000000
Casa,4,3,160,Engativa,540000000
Apartamento,1,1,39,Suba,210000000
Apartamento,1,1,37,Suba,225000000
Apartamento,2,2,66,Santa Barbara,350000000
Apartamento,2,1,38,Suba,210000000
Casa,4,2,117,Suba,310000000
Casa,2,2,67,Suba,225000000
Apartamento,3,2,52,Bosa,160000000
Apartamento,3,2,57,Fontibón,170000000
Casa,6,3,223,Suba,500000000
Casa,6,4,83,Suba,400000000
Apartamento,2,1,28,Kennedy,110000000
Casa,4,4,129,Suba,550000000
Apartamento,3,2,102,Usaquén,510000000
Casa,5,4,320,Usaquén,950000000
Casa,3,3,240,Usaquén,890000000
Apartamento,3,2,93,Santa Barbara,720000000
Casa,4,2,176,Rafael Uribe Uribe,480000000
Apartamento,3,2,50,Kennedy,169000000
Casa,4,1,85,Kennedy,378000000
Apartamento,3,2,60,Usaquén,290000000
Casa,4,2,100,Suba,355000000
Casa,7,4,132,Kennedy,550000000
Apartamento,2,1,50,Santa Fe,170000000
Apartamento,3,2,90,El Castillo,600000000
Casa,3,1,57,Suba,200000000
Apartamento,2,2,89,Usaquén,630000000
Casa,4,3,120,Costa Azul,285000000
Casa,4,4,270,Engativa,520000000
Apartamento,3,1,59,Suba,170000000
Apartamento,3,3,120,Colina Campestre,560000000
Apartamento,3,2,62,Engativa,410000000
Casa,6,4,300,Puente Aranda,800000000
Apartamento,3,2,51,Kennedy,175000000
Apartamento,3,2,74,Suba,270000000
Apartamento,2,1,45,Suba,140000000
Apartamento,3,3,135,Usaquén,1000000000
Apartamento,3,1,45,Bosa,120000000
Apartamento,2,2,74,Usaquén,478900000
Apartamento,3,2,72,Turingia,260000000
Apartamento,3,3,121,Bella Suiza,650000000
Apartamento,5,5,450,Chico Reservado,2600000000
Apartamento,3,2,52,Suba,170000000
Apartamento,1,1,54,San Patricio,420000000
Casa,3,4,167,Suba,700000000
Apartamento,2,2,72,Pasadena ,380000000
Apartamento,3,1,50,Kennedy,170000000
Casa,4,3,132,Kennedy,385000000
Apartamento,3,2,93,Suba,530000000
Casa,4,3,405,Chapinero,1300000000
Apartamento,3,1,45,Rafael Uribe Uribe,160000000
Casa,3,3,84,Suba,580000000
Casa,4,4,243,Suba,820000000
Apartamento,2,1,38,Verbenal,180000000
Casa,4,5,516,Cedritos,2350000000
Casa,9,7,900,Suba,948000000
Apartamento,3,2,56,Suba,260000000
Apartamento,3,2,76,Cedritos,360000000
Casa,4,3,84,Suba,385000000
Apartamento,2,2,48,Verbenal,250000000
Apartamento,3,1,56,Suba,165000000
Apartamento,1,1,37,Chico Reservado,308000000
Apartamento,1,1,43,La Candelaria,330000000
Apartamento,1,1,40,Kennedy,128000000
Apartamento,3,4,121,Chico Reservado,850000000
Apartamento,3,2,48,Engativa,153500000
Apartamento,4,3,123,Chapinero,450000000
Apartamento,3,2,80,Suba,530000000
Apartamento,4,3,105,Suba,520000000
Apartamento,3,2,77,Usaquén,400000000
Casa,6,3,222,Puente Aranda,600000000
Apartamento,5,5,400,Usaquén,3500000000
Apartamento,4,3,102,Usaquén,400000000
Apartamento,2,2,68,Usaquén,360000000
Apartamento,3,2,60,Engativa,300000000
Apartamento,2,2,117,Chico Norte,850000000
Casa,4,2,144,Kennedy,500000000
Casa,5,3,195,Kennedy,350000000
Casa,8,2,339,Los Mártires,750000000
Casa,7,6,324,Kennedy,450000000
Casa,5,5,204,Engativa,670000000
Apartamento,3,1,68,Kennedy,270000000
Apartamento,3,1,52,Gran Granada,180000000
Apartamento,3,2,74,Suba,270000000
Casa,6,4,298,Kennedy,450000000
Apartamento,3,2,51,Kennedy,175000000
Casa,6,4,100,Quiroga,550000000
Apartamento,2,1,45,Suba,140000000
Apartamento,2,2,74,Usaquén,478900000
Apartamento,3,2,65,Suba,250000000
Casa,6,4,300,Puente Aranda,800000000
Casa,6,4,83,Suba,400000000
Apartamento,2,1,28,Kennedy,110000000
Casa,3,3,72,Quirigua,230000000
Apartamento,5,3,114,San Luis,450000000
Apartamento,1,1,45,Barrios Unidos,380000000
Apartamento,2,2,83,Teusaquillo,530000000
Apartamento,2,1,41,El Tunal,160000000
Casa,6,3,190,Kennedy,400000000
Casa,2,4,180,Suba,1170000000
Casa,3,2,105,Suba,320000000
Apartamento,3,2,48,Engativa,153500000
Apartamento,3,2,69,Fontibón,290000000
Apartamento,2,1,48,Fontibón,245000000
Apartamento,5,5,400,Usaquén,3500000000
Casa,4,4,167,Fontibón,660000000
Apartamento,3,2,56,Ciudad Bolívar,230000000
Casa,3,3,32,Bosa,240000000
Apartamento,3,1,42,Bosa,110000000
Casa,4,3,109,Engativa,540000000
Casa,12,3,390,Fontibón,700000000
Apartamento,3,4,148,Suba,685000000
Apartamento,2,1,32,Antonio Nariño,180000000
Apartamento,2,3,80,Usaquén,450000000
Casa,7,8,287,Teusaquillo,880000000
Casa,3,1,72,Kennedy,230000000
Casa,12,8,290,Suba,550000000
Casa,10,6,280,Bosa,560000000
Apartamento,2,1,50,Bosa,120000000
Apartamento,3,2,57,Usaquén,220000000
Casa,5,3,192,Tunjuelito,420000000
Apartamento,3,2,58,Suba,190000000
Apartamento,2,1,38,Verbenal,180000000
Casa,11,6,250,Usaquén,450000000
Apartamento,2,1,38,Verbenal,180000000
Casa,4,3,204,Teusaquillo,1300000000
Casa,3,4,179,El Batán,1100000000
Apartamento,3,3,200,Santa Barbara,750000000
Apartamento,3,2,71,Suba,310000000
Apartamento,2,2,56,Usaquén,300000000
Casa,3,4,231,Usaquén,848000000
Casa,2,1,36,Suba,145000000
Casa,3,3,145,Cedritos,699000000
Casa,3,2,66,Suba,196000000
Apartamento,3,4,130,Cedritos,570000000
Casa,4,3,160,Chico Reservado,1300000000
Apartamento,2,2,56,Suba,200000000
Apartamento,3,3,109,Pasadena ,515000000
Casa,5,4,320,Kennedy,680000000
Apartamento,3,2,51,Kennedy,155000000
Apartamento,6,3,110,Las Nieves,400000000
Apartamento,4,2,100,Engativa,320000000
Apartamento,3,1,48,Rafael Uribe Uribe,140000000
Casa,9,5,126,Rafael Uribe Uribe,450000000
Apartamento,3,4,165,Chapinero,1300000000
Apartamento,3,3,260,Chico Reservado,820000000
Apartamento,3,2,75,Suba,350000000
Apartamento,3,2,77,Barrios Unidos,530000000
Casa,4,4,193,Kennedy,600000000
Apartamento,6,4,244,Suba,710000000
Apartamento,3,1,52,Kennedy,168000000
Apartamento,3,2,73,Engativa,280000000
Casa,4,3,110,Barrios Unidos,520000000
Apartamento,3,4,240,Chapinero,1400000000
Apartamento,3,2,77,Pinar De Suba,250000000
Casa,15,0,450,Puente Aranda,1000000000
Casa,5,5,88,Suba,600000000
Apartamento,3,1,45,Rafael Uribe Uribe,130000000
Apartamento,2,1,40,Ciudad Bolívar,120000000
Casa,7,2,140,Rafael Uribe Uribe,460000000
Casa,4,4,208,Restrepo,620000000
Apartamento,1,2,142,Los Rosales,1050000000
Apartamento,3,2,64,Fontibón,240000000
Apartamento,3,2,51,Bosa,135000000
Casa,2,2,72,Bosa,120000000
Apartamento,2,1,42,Bosa,135000000
Casa,3,3,120,Suba,550000000
Casa,8,6,220,Rafael Uribe Uribe,700000000
Apartamento,3,3,202,Chapinero,1600000000
Apartamento,3,5,152,Chapinero,1500000000
Apartamento,3,1,50,Suba,165000000
Casa,12,7,288,Suba,750000000
Apartamento,4,2,130,Teusaquillo,1120000000
Casa,3,2,82,Engativa,330000000
Apartamento,3,3,115,Colina Campestre,620000000
Casa,10,6,593,Chapinero,2000000000
Apartamento,1,1,29,Engativa,155000000
Casa,3,2,110,Usme,245000000
Apartamento,3,2,64,Colina Campestre,240000000
Casa,5,5,486,Palermo,1300000000
Apartamento,1,2,61,Santa Fe,400000000
Apartamento,3,2,62,Suba,220000000
Apartamento,3,2,75,Suba,365000000
Apartamento,3,2,78,Pinar De Suba,340000000
Casa,9,4,250,Kennedy,480000000
Apartamento,3,2,87,Engativa,480000000
Apartamento,5,3,267,Las Nieves,1100000000
Apartamento,3,3,106,Usaquén,698000000
Casa,5,4,180,Suba,785000000
Casa,9,4,240,Kennedy,700000000
Casa,3,2,90,Usme,155000000
Casa,1,4,395,Fontibón,1000000000
Casa,4,5,300,Suba,1200000000
Apartamento,3,2,62,Engativa,300000000
Casa,6,4,182,Fontibón,550000000
Apartamento,3,2,102,Teusaquillo,730000000
Apartamento,3,2,51,Bosa,135000000
Apartamento,3,2,77,Pinar De Suba,250000000
Apartamento,3,3,144,Usaquén,800000000
Casa,6,6,240,Suba,660000000
Apartamento,3,3,88,Cedritos,380000000
Casa,6,1,70,Suba,600000000
Casa,7,3,165,Engativa,480000000
Apartamento,3,3,100,Puente Largo,485000000
Apartamento,1,1,47,Usaquén,385000000
Apartamento,3,3,110,Suba,500000000
Apartamento,5,4,250,Chapinero,1600000000
Apartamento,2,2,45,Usaquén,309000000
Apartamento,4,2,71,Gran Granada,260000000
Casa,6,4,300,Engativa,1300000000
Apartamento,3,2,83,Engativa,340000000
Casa,4,3,155,Engativa,400000000
Casa,6,3,160,Fontibón,590000000
Casa,5,3,220,Cedritos,1200000000
Casa,4,4,180,Cedritos,550000000
Casa,4,5,200,Engativa,680000000
Apartamento,3,2,71,Colina Campestre,330000000
Apartamento,2,1,48,Verbenal,240000000
Casa,4,4,212,Modelia,1200000000
Apartamento,2,2,48,Verbenal,240000000
Apartamento,3,2,67,Sotavento,310000000
Casa,11,4,200,Bosa,430000000
Apartamento,3,2,53,Usaquén,198000000
Apartamento,2,1,38,Usaquén,120000000
Casa,7,6,295,Engativa,750000000
Apartamento,3,1,46,Rafael Uribe Uribe,155000000
Apartamento,3,5,320,Usaquén,1820000000
Apartamento,3,2,94,Suba,420000000
Apartamento,3,3,145,Teusaquillo,900000000
Apartamento,3,2,85,Gran Granada,370000000
Apartamento,2,1,52,Usaquén,230000000
Apartamento,3,2,92,Usaquén,480000000
Apartamento,1,2,75,Nueva Autopista,450000000
Apartamento,2,2,76,Usaquén,380000000
Apartamento,3,2,74,Suba,370000000
Apartamento,2,1,56,Suba,210000000
Apartamento,3,3,103,Ciudad Salitre,850000000
Apartamento,2,2,66,Santa Barbara,340000000
Apartamento,3,2,75,Barrancas,420000000
Apartamento,3,2,91,Fontibón,497000000
Casa,2,1,138,Engativa,340000000
Apartamento,2,1,46,Suba,174999999
Apartamento,1,1,50,Usaquén,430000000
Casa,6,4,500,Teusaquillo,1300000000
Casa,3,2,56,Fontibón,240000000
Casa,4,2,140,Bosa,300000000
Apartamento,3,2,79,Quinta Paredes,430000000
Casa,5,2,183,Bosa,300000000
Casa,4,4,219,Engativa,850000000
Casa,9,6,72,Engativa,900000000
Casa,4,3,221,Bosa,420000000
Apartamento,3,1,42,Bosa,120000000
Apartamento,3,5,195,Usaquén,1000000000
Casa,4,3,540,Castilla,850000000
Casa,4,3,50,Barrios Unidos,690000000
Apartamento,5,3,140,Bosa,250000000
Apartamento,2,1,46,Suba,174999999
Casa,9,8,250,Teusaquillo,1250000000
Apartamento,3,2,55,Engativa,250000000
Apartamento,1,2,40,Usaquén,198000000
Casa,4,4,219,Engativa,850000000
Casa,2,1,138,Engativa,340000000
Apartamento,3,2,91,Fontibón,497000000
Apartamento,3,2,75,Barrancas,420000000
