Tipo,Habitaciones,Ba�os,Area,Barrio,Valor
Apartamento,2,2,68,Nicolas De Federman,508000000
Apartamento,3,2,75,Zona Noroccidental,343000000
Apartamento,3,2,76,Mazuren,375000000
Apartamento,1,1,36,Las Nieves,310000000
Casa,3,2,201,Madelena,280000000
Casa,4,2,210,Madelena,480000000
Casa,4,2,190,Madelena,350000000
Apartamento,2,2,100,Cedritos,340000000
Casa,4,2,145,Kennedy,250000000
Apartamento,3,1,57,Kennedy,260000000
Casa,4,4,242,Zona Noroccidental,1150000000
Apartamento,3,3,62,Zona Noroccidental,300000000
Apartamento,3,3,122,Los Rosales,650000000
Apartamento,2,2,69,San Patricio,482000000
Casa,3,1,47,Bosa,129690000
Apartamento,3,2,57,Bosa,145000000
Apartamento,3,1,48,Bosa,136000000
Apartamento,3,1,56,Bosa,150000000
Apartamento,1,2,51,Usaquén,393000000
Casa,3,2,55,Tintala,183000000
Apartamento,3,1,48,Bosa,136000000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,47,Bosa,124000000
Apartamento,3,1,48,Bosa,129000000
Apartamento,3,1,47,Bosa,124000000
Casa,10,4,288,Fontibón,650000000
Apartamento,3,2,52,Bosa,155000000
Apartamento,2,2,53,Kennedy,150500000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,2,52,Engativa,196000000
Apartamento,3,2,52,Engativa,196000000
Edificio,10,3,360,Kennedy,2300000000
Apartamento,3,3,127,Cedritos,690000000
Casa,6,3,360,Rafael Uribe Uribe,1100000000
Apartamento,3,2,80,Santa Fe,550000000
Casa,5,2,174,San Cristobal,570000000
Apartamento,3,1,50,Ciudadela Colsubsidio,195000000
Apartamento,3,2,80,Cedritos,350000000
Apartamento,2,2,114,Chico Reservado,749999999
Apartamento,3,2,86,Usaquén,375000000
Apartamento,1,2,47,El Refugio,535000000
Apartamento,3,1,50,Zona Noroccidental,215000000
Apartamento,2,1,57,Chico Norte,320000000
Apartamento,2,1,40,Madelena,160000000
Apartamento,3,2,97,Nicolas De Federman,600000000
Apartamento,2,1,40,Madelena,180000000
Apartamento,2,1,43,Kennedy,130000000
Apartamento,3,1,47,Bosa,125500000
Apartamento,2,2,61,Cedritos,340000000
Casa,3,1,47,Bosa,131000000
Apartamento,3,1,48,Bosa,136000000
Apartamento,3,1,42,Bosa,116000000
Apartamento,3,1,47,Bosa,136000000
Casa,3,1,48,Bosa,130000000
Apartamento,3,1,47,Bosa,127500000
Apartamento,3,2,57,Bosa,145000000
Apartamento,3,1,48,Bosa,126500000
Apartamento,2,1,48,Bosa,128500000
Apartamento,3,2,52,Bosa,155000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,2,62,Bosa,150000000
Apartamento,3,2,57,Bosa,147300000
Apartamento,3,1,46,Bosa,125730000
Apartamento,3,1,56,Bosa,150000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,56,Bosa,150000000
Apartamento,3,1,47,Bosa,102000000
Apartamento,2,1,47,Zona Noroccidental,174000000
Apartamento,3,4,135,Zona Noroccidental,680000000
Apartamento,3,2,122,Zona Noroccidental,720000000
Apartamento,3,2,62,Zona Noroccidental,240000000
Apartamento,3,2,103,Puente Largo,468270000
Apartamento,3,1,57,Bosa,145000000
Apartamento,1,2,66,Chico Norte,790000000
Apartamento,3,4,292,Chico Reservado,3807000000
Apartamento,3,3,103,Chico Norte,1000000000
Apartamento,2,2,89,El Batán,450000000
Apartamento,2,2,69,Usaquén,499000000
Apartamento,2,2,50,Usaquén,360000000
Apartamento,3,2,73,Usaquén,310000000
Apartamento,2,3,93,Usaquén,790000000
Apartamento,3,3,81,Usaquén,365000000
Apartamento,3,1,54,Gustavo Restrepo,210000000
Casa,6,4,367,Tunjuelito,780000000
Apartamento,3,2,90,Mazuren,425000000
Casa,4,2,330,Teusaquillo,1200000000
Apartamento,3,3,198,El Retiro,1000000000
Apartamento,4,2,98,Chapinero,430000000
Apartamento,3,2,86,Nueva Castilla,410000000
Apartamento,3,3,107,Cedritos,700000000
Apartamento,2,3,87,Usaquén,850000000
Apartamento,3,4,166,Usaquén,1500000000
Apartamento,1,1,22,Los Mártires,140000000
Apartamento,2,2,69,Ciudad Salitre,450000000
Apartamento,3,3,255,Usaquén,1650000000
Casa,8,6,495,Zona Noroccidental,1250000000
Apartamento,3,2,64,Kennedy,285000000
Apartamento,4,5,134,Cedritos,880000000
Casa,8,6,495,Zona Noroccidental,1250000000
Apartamento,3,2,52,Bosa,153000000
Apartamento,2,3,87,Usaquén,850000000
Apartamento,3,4,166,Usaquén,1500000000
Apartamento,3,2,68,Zona Noroccidental,323000000
Apartamento,2,2,54,Zona Noroccidental,285000000
Casa,7,7,138,Fontibón,552600000
Apartamento,1,2,54,Chapinero Alto,430000000
Casa,4,4,202,Santa Barbara,1700000000
Apartamento,3,1,60,Tunjuelito,182000000
Apartamento,3,2,104,Zona Noroccidental,479030000
Apartamento,3,1,47,Bosa,125000000
Apartamento,2,1,55,Tunjuelito,176000000
Apartamento,3,2,57,Bosa,148000000
Apartamento,3,2,52,Bosa,155000000
Apartamento,3,1,47,Bosa,136000000
Casa,3,1,48,Bosa,130000000
Apartamento,3,1,47,Bosa,122000000
Apartamento,3,2,57,Bosa,148000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,47,Bosa,125500000
Apartamento,3,1,47,Bosa,102000000
Apartamento,3,1,48,Bosa,129000000
Apartamento,3,2,82,Usaquén,450000000
Apartamento,3,1,47,Bosa,136000000
Apartamento,3,2,57,Bosa,147300000
Apartamento,3,2,70,Zona Noroccidental,332000000
Apartamento,3,2,62,Bosa,150000000
Apartamento,2,1,47,Bosa,130000000
Casa,4,2,74,Zona Noroccidental,205000000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,1,48,Bosa,129000000
Apartamento,3,1,48,Bosa,126500000
Apartamento,3,1,47,Bosa,102000000
Casa,3,1,47,Bosa,120800000
Casa,3,1,47,Bosa,131000000
Apartamento,3,2,57,Bosa,148000000
Apartamento,3,1,47,Bosa,122000000
Apartamento,3,1,53,Bosa,142000000
Apartamento,3,1,47,Bosa,125500000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,1,47,Bosa,136000000
Apartamento,3,1,48,Bosa,136000000
Apartamento,3,1,48,Bosa,126500000
Apartamento,3,2,57,Bosa,147300000
Apartamento,3,1,53,Bosa,142000000
Casa,4,2,79,Usaquén,280400000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,47,Bosa,122000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,1,56,Bosa,150000000
Apartamento,3,1,48,Bosa,136000000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,53,Engativa,159000000
Apartamento,3,1,53,Engativa,159000000
Casa,4,2,131,Tunjuelito,550000000
Casa,3,3,120,Usaquén,880000000
Apartamento,3,2,55,Kennedy,165000000
Casa,2,6,970,Kennedy,4250000000
Casa,3,5,650,Barrios Unidos,1500000000
Apartamento,3,3,120,Fontibón,600000000
Apartamento,2,3,85,Santa Barbara,450000000
Apartamento,2,1,64,San Cristobal,154000000
Apartamento,3,2,86,Las Aguas,550000000
Casa,4,3,160,Quirigua,350000000
Casa,5,2,140,Usme,395000000
Apartamento,1,2,56,Santa Barbara,464000000
Local,1,1,96,Chico Reservado,1200000000
Apartamento,3,2,43,Kennedy,160000000
Apartamento,3,2,52,Kennedy,152000000
Apartamento,3,2,68,Usaquén,270000000
Edificio,22,0,1080,Santa Barbara,9200000000
Apartamento,2,2,53,Fontibón,262000000
Apartamento,1,2,62,El Chicó,543000000
Casa,5,6,300,Usaquén,3500000000
Apartamento,3,2,65,Usaquén,275000000
Apartamento,3,3,106,Cedritos,812955500
Apartamento,3,3,125,Los Rosales,880000000
Apartamento,3,3,116,Los Rosales,745000000
Apartamento,3,3,165,El Chicó,980000000
Casa,3,5,295,Zona Noroccidental,1500000000
Casa,6,3,109,Fontibón,800000000
Apartamento,3,2,48,San Cristobal,157000000
Apartamento,2,2,52,Fontibón,150000000
Apartamento,2,2,50,Boyaca ,310000000
Apartamento,3,1,47,Bosa,136000000
Apartamento,3,2,62,Bosa,153500000
Apartamento,3,1,47,Bosa,125000000
Casa,3,1,48,Bosa,130000000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,2,62,Bosa,153500000
Apartamento,3,1,47,Bosa,125500000
Apartamento,3,1,47,Bosa,134000000
Apartamento,2,1,48,Bosa,130000000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,2,62,Bosa,150000000
Apartamento,3,1,47,Bosa,124000000
Apartamento,3,2,57,Bosa,147300000
Apartamento,3,1,47,Bosa,131000000
Apartamento,3,2,57,Bosa,148000000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,1,47,Bosa,128000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,2,52,Bosa,155000000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,47,Bosa,131000000
Apartamento,3,2,57,Bosa,147300000
Apartamento,3,1,47,Bosa,124000000
Apartamento,3,2,62,Bosa,153500000
Apartamento,3,1,47,Bosa,124000000
Apartamento,3,1,47,Bosa,129000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,48,Bosa,129000000
Apartamento,3,1,48,Bosa,129000000
Apartamento,3,2,62,Bosa,150000000
Apartamento,1,2,64,Cedritos,385000000
Apartamento,2,1,41,Villa Alsacia,188000000
Apartamento,2,2,64,Cedritos,277000000
Apartamento,3,2,78,Zona Noroccidental,232000000
Apartamento,3,2,66,Zona Noroccidental,285000000
Apartamento,3,2,95,Cedritos,442436000
Apartamento,2,2,68,Nicolas De Federman,508000000
Apartamento,3,5,342,Chapinero,3500000000
Apartamento,3,2,61,Nueva Castilla,270000000
Apartamento,2,2,62,Barrios Unidos,411000000
Apartamento,3,2,61,Usaquén,270000000
Apartamento,3,2,73,Zona Noroccidental,318000000
Apartamento,3,2,70,Engativa,298500000
Apartamento,3,2,54,Engativa,280000000
Apartamento,2,3,92,El Chicó,860000000
Apartamento,3,2,58,Teusaquillo,116000000
Apartamento,3,1,52,Puente Aranda,120000000
Apartamento,2,2,124,Usaquén,1100000000
Apartamento,2,2,61,Pasadena ,410000000
Apartamento,3,3,103,Barrios Unidos,800000000
Apartamento,3,2,84,Colina Campestre,516742260
Apartamento,2,2,86,Cedritos,520000000
Casa,5,3,172,Kennedy,280000000
Oficina/Consultorio,4,4,256,Santa Barbara,1670000000
Apartamento,4,6,396,Chico Navarra,2000000000
Casa,3,3,92,Engativa,359000000
Apartamento,3,5,310,Kennedy,2900000000
Finca,6,9,800,Bella Suiza,5000000000
Apartamento,5,7,576,Santa Barbara,1650000000
Apartamento,3,3,152,Santa Barbara,1070000000
Apartamento,3,2,80,Zona Noroccidental,385000000
Apartamento,3,3,102,Los Lagartos,600000000
Apartamento,2,2,60,Cedritos,299000000
Apartamento,3,3,89,Usaquén,460000000
Apartamento,2,2,83,Bella Suiza,450000000
Apartamento,2,2,79,Cedritos,354000000
Apartamento,2,3,92,El Chicó,860000000
Apartamento,3,2,70,Engativa,298500000
Apartamento,3,2,54,Engativa,280000000
Apartamento,3,2,61,Usaquén,270000000
Apartamento,3,2,73,Zona Noroccidental,318000000
Apartamento,3,3,150,Chico Norte,1280000000
Casa,4,3,314,Zona Noroccidental,1900000000
Apartamento,2,2,63,Chapinero Central,335000000
Casa,3,3,201,Usaquén,980000000
Apartamento,3,3,96,Usaquén,450000000
Apartamento,3,3,131,Chapinero,1000000000
Apartamento,5,5,354,Los Rosales,2150000000
Apartamento,3,3,150,Santa Barbara,1100000000
Casa,3,4,180,Usaquén,2500000000
Apartamento,3,2,75,Usaquén,400000000
Apartamento,3,2,93,Usaquén,470000000
Apartamento,3,2,60,Usaquén,250000000
Apartamento,3,2,94,Zona Noroccidental,510000000
Apartamento,2,1,77,Chapinero,550000000
Apartamento,3,2,48,Usaquén,175000000
Casa,5,3,117,Capellania,650000000
Casa,4,5,397,Santa Ana,3400000000
Apartamento,2,3,126,Los Rosales,1250000000
Casa,4,3,261,Las Villas,1100000000
Casa,2,2,42,Bosa Porvenir,133000000
Casa,8,5,360,Engativa,750000000
Casa,5,5,430,El Retiro,1800000000
Apartamento,2,2,67,Usaquén,330000000
Apartamento,2,1,37,Los Mártires,188000000
Apartamento,2,2,54,Zona Noroccidental,170000000
Casa,4,1,55,Rafael Uribe Uribe,128000000
Casa,5,3,210,Tunjuelito,540000000
Apartamento,3,2,68,Zona Noroccidental,270000000
Casa,6,3,180,Kennedy,365000000
Casa,6,4,288,Kennedy,382000000
Apartamento,3,2,58,Kennedy,280000000
Casa,3,4,450,Fontibón,750000000
Casa,4,4,250,Barrios Unidos,1700000000
Casa,3,1,96,Fontibón,130000000
Casa,4,3,403,Castilla,1150000000
Casa,6,4,400,Bosa Piamonte,470000000
Casa,5,4,220,Bosa,350000000
Apartamento,3,2,62,Usaquén,200000000
Edificio,10,7,890,Fontibón,2200000000
Apartamento,1,2,52,Santa Barbara,430000000
Apartamento,1,2,52,Santa Barbara,436000000
Apartamento,1,2,51,Santa Barbara,429000000
Apartamento,3,3,154,Chico Navarra,825000000
Apartamento,3,2,78,Zona Noroccidental,348000000
Apartamento,3,3,148,Chapinero,1300000000
Apartamento,3,2,102,Chapinero,575000000
Apartamento,3,3,230,Los Rosales,1380000000
Apartamento,3,2,104,Cedritos,367500000
Apartamento,3,2,63,Rafael Uribe Uribe,251000000
Apartamento,1,2,51,Santa Barbara,429000000
Apartamento,1,2,52,Santa Barbara,430000000
Apartamento,1,2,52,Santa Barbara,436000000
Casa,6,4,288,Kennedy,382000000
Apartamento,2,2,67,Usaquén,330000000
Apartamento,2,2,91,Barrios Unidos,380000000
Casa,4,3,180,Andes Norte,750000000
Apartamento,3,2,62,Zona Noroccidental,310000000
Apartamento,2,3,125,Chico Navarra,800000000
Casa,4,4,250,Barrios Unidos,1700000000
Casa,8,5,360,Engativa,750000000
Casa,5,5,430,El Retiro,1800000000
Apartamento,3,2,58,Kennedy,280000000
Apartamento,2,1,37,Los Mártires,188000000
Casa,6,4,400,Bosa Piamonte,470000000
Apartamento,3,2,62,Usaquén,200000000
Apartamento,4,3,129,Hayuelos,635000000
Apartamento,2,2,54,Zona Noroccidental,170000000
Apartamento,3,4,113,San Patricio,778000000
Casa,3,1,96,Fontibón,130000000
Casa,4,3,403,Castilla,1150000000
Casa,5,4,220,Bosa,350000000
Apartamento,3,2,68,Zona Noroccidental,270000000
Casa,6,3,180,Kennedy,365000000
Casa,4,1,55,Rafael Uribe Uribe,128000000
Casa,3,1,66,Usme,160000000
Casa,5,3,210,Tunjuelito,540000000
Casa,2,2,42,Bosa Porvenir,133000000
Casa,4,2,64,Kennedy,199000000
Casa,3,4,450,Fontibón,750000000
Apartamento,3,1,57,Ciudadela Colsubsidio,220000000
Apartamento,3,3,54,Engativa,249000000
Casa,6,3,240,Engativa,365000000
Apartamento,1,2,54,Cedritos,328000000
Apartamento,3,3,107,Zona Noroccidental,540000000
Apartamento,2,2,80,El Batán,460000000
Apartamento,3,2,72,Ciudadela Colsubsidio,265000000
Apartamento,1,2,47,Usaquén,279400000
Apartamento,3,2,96,Cedritos,377900000
Apartamento,2,1,39,Kennedy,163500000
Apartamento,3,3,116,Pasadena ,460000000
Finca,3,6,370,Zona Noroccidental,3000000000
Apartamento,3,2,85,Colina Campestre,440000000
Apartamento,2,2,63,Zona Noroccidental,345000000
Apartamento,3,2,95,Chapinero,650000000
Apartamento,3,5,183,Usaquén,1250000000
Apartamento,4,5,197,Chico Norte,950000000
Bodega,1,4,1200,Puente Aranda,2800000000
Apartamento,3,3,108,Modelia,670000000
Apartamento,3,2,85,Gran Granada,347000000
Apartamento,3,3,115,Zona Noroccidental,760000000
Apartamento,3,3,77,La Salle,440000000
Apartamento,3,2,87,Engativa,430000000
Oficina/Consultorio,2,2,118,Usaquén,820000000
Apartamento,5,6,189,Usaquén,1300000000
Apartamento,3,1,43,Kennedy,139999999
Apartamento,3,3,208,Santa Barbara,1300000000
Local,1,1,36,Barrios Unidos,749000000
Apartamento,3,2,98,Santa Barbara,599900000
Apartamento,3,4,250,Usaquén,1500000000
Apartamento,3,4,268,Usaquén,1880000000
Casa,4,5,195,Cedritos,890000000
Apartamento,3,1,43,Kennedy,139999999
Apartamento,2,2,56,Usaquén,270000000
Apartamento,2,2,62,Barrios Unidos,420000000
Casa,3,4,124,Cedritos,500000000
Apartamento,3,2,78,Salitre ,565000000
Apartamento,3,4,211,Usaquén,1400000000
Apartamento,1,1,42,Gran Granada,215000000
Apartamento,3,3,208,Santa Barbara,1300000000
Apartamento,3,2,127,Santa Barbara,495000000
Apartamento,3,4,170,Usaquén,865000000
Apartamento,3,2,138,Santa Barbara,490000000
Casa,4,3,207,San Cristobal,650000000
Casa,4,5,478,Zona Noroccidental,2350000000
Apartamento,4,4,321,Usaquén,1600000000
Apartamento,4,5,250,El Chicó,1050000000
Apartamento,2,3,95,El Batán,745000000
Apartamento,4,5,264,El Chicó,1500000000
Apartamento,3,2,111,Barrios Unidos,360000000
Apartamento,2,3,165,Chapinero,1320000000
Apartamento,3,2,70,Ciudadela Colsubsidio,295000000
Apartamento,1,2,64,Chico Reservado,560000000
Apartamento,3,3,89,San Patricio,491000000
Apartamento,3,4,120,Usaquén,695000000
Apartamento,3,4,135,Usaquén,1200000000
Apartamento,2,2,60,Usaquén,422000000
Apartamento,5,6,189,Usaquén,1300000000
Apartamento,2,3,98,Santa Paula,590000000
Apartamento,2,2,92,Chico Reservado,980000000
Apartamento,3,4,234,Los Rosales,2190000000
Apartamento,2,2,54,Engativa,280000000
Casa,1,2,58,Santa Barbara,419600000
Apartamento,3,2,50,Engativa,160500000
Apartamento,3,2,95,Cedritos,442436000
Apartamento,2,2,68,Usaquén,360000000
Apartamento,3,3,175,Chico Reservado,1150000000
Casa,4,5,800,Zona Noroccidental,4000000000
Apartamento,2,2,91,Usaquén,730000000
Apartamento,4,5,378,Chico Reservado,6500000000
Apartamento,3,2,90,Zona Noroccidental,339000000
Apartamento,2,2,76,Chapinero,482000000
Apartamento,3,2,88,Zona Noroccidental,405000000
Apartamento,2,2,77,Usaquén,375000000
Apartamento,4,3,96,Zona Noroccidental,423000000
Apartamento,3,2,88,Zona Noroccidental,500000000
Apartamento,4,5,402,Usaquén,5200000000
Casa,2,4,500,Usaquén,1960000000
Apartamento,2,3,125,Chico Reservado,830000000
Apartamento,2,2,92,Chico Reservado,980000000
Apartamento,2,2,342,El Retiro,3500000000
Apartamento,3,3,141,Los Rosales,1200000000
Apartamento,3,5,357,La Candelaria,4800000000
Apartamento,2,2,77,El Chicó,480000000
Apartamento,4,5,612,Usme,2800000000
Apartamento,1,3,155,Usme,1080000000
Apartamento,2,3,162,Fontibón,950000000
Apartamento,3,3,119,Santa Barbara,850000000
Apartamento,3,3,154,Chapinero,980000000
Apartamento,3,4,175,Usaquén,1100000000
Apartamento,3,3,108,Modelia,670000000
Apartamento,2,3,200,Chapinero,1836000000
Apartamento,3,3,115,Zona Noroccidental,760000000
Apartamento,3,3,77,La Salle,440000000
Apartamento,3,2,85,Gran Granada,347000000
Apartamento,3,2,62,Engativa,274000000
Apartamento,3,2,71,Engativa,290000000
Apartamento,2,2,56,Usaquén,270000000
Casa,9,6,311,Pontevedra ,1300000000
Casa,3,3,86,Mirandela ,460000000
Apartamento,3,4,234,Los Rosales,2190000000
Apartamento,2,2,55,Suba,240000000
Apartamento,3,2,84,Castilla,380000000
Apartamento,1,1,42,Gran Granada,215000000
Apartamento,3,3,208,Santa Barbara,1300000000
Apartamento,3,2,127,Santa Barbara,495000000
Apartamento,3,1,43,Kennedy,139999999
Apartamento,2,4,116,Usaquén,900000000
Apartamento,3,2,63,Villa Alsacia,390000000
Local,1,1,36,Barrios Unidos,749000000
Apartamento,3,2,76,Hayuelos,405084000
Apartamento,3,2,66,Colina Campestre,458930000
Casa,4,5,195,Cedritos,890000000
Apartamento,3,4,268,Usaquén,1880000000
Apartamento,1,1,47,Santa Teresa,270000000
Apartamento,2,4,122,Chapinero,480000000
Apartamento,3,2,106,Colina Campestre,545000000
Apartamento,3,2,67,Castilla,320000000
Apartamento,3,2,98,Santa Barbara,599900000
Apartamento,3,2,87,Salitre ,815402051
Apartamento,3,2,60,Galicia,235000000
Apartamento,3,1,43,Kennedy,150000000
Apartamento,2,2,81,Santa Barbara,510000000
Apartamento,3,2,54,Engativa,249000000
Apartamento,2,2,59,Teusaquillo,356000000
Apartamento,1,2,50,Teusaquillo,303960000
Casa,5,5,500,Barrios Unidos,690000000
Apartamento,3,2,80,Quinta Paredes,528000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,80,Quinta Paredes,528000000
Casa,4,3,185,Zona Noroccidental,850000000
Apartamento,3,2,105,Zona Noroccidental,624750000
Apartamento,3,2,88,Usaquén,408000000
Apartamento,1,2,50,Chapinero,462000000
Casa,5,2,225,Villa Alsacia,600000000
Casa,3,2,175,Teusaquillo,490000000
Apartamento,3,2,76,Ciudad Salitre,462000000
Apartamento,3,2,64,Portales Del Norte,372000000
Apartamento,3,2,59,Tintala,275000000
Apartamento,2,1,38,Kennedy,115000000
Apartamento,3,1,49,Kennedy,149000000
Apartamento,3,2,80,Quinta Paredes,528000000
Casa,4,3,69,Cantagallo,310000000
Apartamento,3,2,73,Zona Noroccidental,355000000
Apartamento,3,2,80,Quinta Paredes,528000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,2,2,65,Zona Noroccidental,325000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,94,Kennedy,320000000
Apartamento,1,1,29,Teusaquillo,192000000
Casa,1,2,150,Santa Fe,1100000000
Apartamento,1,1,46,Santa Fe,183680000
Apartamento,2,1,36,Zona Noroccidental,142000000
Apartamento,4,3,176,Los Mártires,390000000
Casa,11,1,520,La Soledad ,1500000000
Apartamento,3,2,53,Kennedy,150480000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,3,150,Usaquén,930000000
Casa,13,9,500,Teusaquillo,2200000000
Apartamento,2,1,42,Tintala,133000000
Apartamento,3,2,68,Tintala,212500000
Apartamento,3,2,63,Portales Del Norte,270000000
Apartamento,3,2,68,Zona Noroccidental,305000000
Apartamento,3,2,70,Portales Del Norte,270000000
Apartamento,3,2,64,Villas De Granada,190000000
Casa,3,2,72,Engativa,320000000
Apartamento,2,2,54,Villemar,210000000
Apartamento,3,2,86,Portales Del Norte,404000000
Apartamento,3,1,49,Kennedy,149000000
Apartamento,3,2,64,Villas De Granada,190000000
Apartamento,3,1,49,Kennedy,149000000
Apartamento,3,2,48,Zona Noroccidental,217000000
Apartamento,2,1,42,Bosa,111000000
Apartamento,4,2,95,Engativa,390000000
Apartamento,2,2,55,Engativa,250000000
Apartamento,3,3,122,Los Rosales,650000000
Casa,4,2,89,Puente Aranda,350000000
Apartamento,3,3,139,Usaquén,890000000
Apartamento,3,2,80,Usaquén,320000000
Casa,2,4,500,Usaquén,1960000000
Apartamento,4,5,402,Usaquén,5200000000
Apartamento,3,4,327,Usaquén,2500000000
Apartamento,1,1,40,Barrios Unidos,410000000
Apartamento,2,3,91,San Patricio,670000000
Apartamento,3,3,138,Barrios Unidos,650000000
Apartamento,3,3,196,Zona Noroccidental,2030000000
Casa,4,5,187,Zona Noroccidental,1050000000
Apartamento,3,3,224,El Refugio,1490000000
Apartamento,1,2,48,Chapinero,600000000
Apartamento,2,2,75,San Patricio,526000000
Apartamento,2,2,73,San Cristobal,483000000
Apartamento,3,2,67,Usaquén,268000000
Apartamento,3,2,98,Usaquén,458000000
Apartamento,2,2,57,Engativa,273000000
Apartamento,3,2,90,Zona Noroccidental,339000000
Apartamento,2,2,76,Chapinero,482000000
Apartamento,3,2,75,Zona Noroccidental,315000000
Apartamento,2,2,77,Usaquén,375000000
Apartamento,3,2,60,Los Mártires,258000000
Apartamento,4,4,321,Usaquén,1600000000
Apartamento,4,5,250,El Chicó,1050000000
Apartamento,2,2,60,Usaquén,422000000
Apartamento,2,3,125,Chico Reservado,830000000
Apartamento,3,4,326,Chico Reservado,3900000000
Apartamento,2,3,149,Chapinero,990000000
Casa,5,6,1300,El Refugio,4000000000
Apartamento,2,2,92,Chico Reservado,980000000
Apartamento,3,4,363,Chico Norte,5083000000
Apartamento,3,3,436,Los Rosales,5400000000
Apartamento,3,1,49,Kennedy,149000000
Apartamento,3,4,230,Chico Norte,2700000000
Apartamento,2,1,42,Kennedy,117810000
Apartamento,3,2,58,Villa Alsacia,240000000
Apartamento,3,1,54,Gustavo Restrepo,210000000
Apartamento,1,2,66,La Salle,580000000
Casa,4,3,308,Chapinero,1600000000
Apartamento,2,1,54,San Cristobal,186000000
Apartamento,3,2,64,Villas De Granada,190000000
Apartamento,2,1,38,Bosa,110000000
Apartamento,3,2,46,Engativa,182000000
Casa,3,2,59,Fontibón,169000000
Apartamento,3,2,59,Villemar,205000000
Apartamento,3,2,60,Fontibón,272000000
Apartamento,3,2,70,Portales Del Norte,330000000
Apartamento,3,2,69,Portales Del Norte,295000000
Apartamento,3,2,70,Portales Del Norte,330000000
Apartamento,3,2,54,Kennedy,237000000
Apartamento,3,3,166,Usaquén,1050000000
Apartamento,3,2,64,Villas De Granada,190000000
Apartamento,3,2,69,Portales Del Norte,295000000
Apartamento,3,2,59,Villemar,205000000
Apartamento,3,1,49,Kennedy,149000000
Casa,2,1,44,Bosa,126000000
Apartamento,3,3,60,Usaquén,235000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,86,Portales Del Norte,404000000
Apartamento,3,2,70,Portales Del Norte,330000000
Apartamento,3,2,69,Portales Del Norte,295000000
Casa,3,3,130,Portales Del Norte,500000000
Apartamento,3,4,285,Chapinero,1200000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,3,96,Quinta Paredes,720000000
Apartamento,2,3,153,Quinta Paredes,739000000
Casa,7,5,280,Kennedy,390000000
Apartamento,3,1,51,Kennedy,172000000
Apartamento,2,2,54,Kennedy,250000000
Apartamento,3,1,42,Kennedy,170000000
Apartamento,1,2,50,Teusaquillo,303960000
Apartamento,1,2,50,Teusaquillo,303960000
Apartamento,3,2,80,Quinta Paredes,528000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,81,Zona Noroccidental,311000000
Apartamento,2,2,54,Kennedy,250000000
Apartamento,3,1,51,Kennedy,169000000
Apartamento,1,2,64,Santa Fe,258360000
Apartamento,3,2,64,Villas De Granada,190000000
Apartamento,3,2,50,Engativa,180000000
Apartamento,3,2,59,Villemar,205000000
Apartamento,3,2,50,Engativa,175000000
Apartamento,3,2,64,Villas De Granada,190000000
Apartamento,3,2,64,Villas De Granada,190000000
Casa,3,3,145,Antonio Nariño,985000000
Casa,4,2,194,Venecia,520000000
Casa,4,3,215,Barrios Unidos,900000000
Apartamento,4,3,171,Ciudad Salitre,1250000000
Casa,3,2,236,Quirigua,650000000
Apartamento,3,1,53,Bosa,138000000
Apartamento,2,1,45,Bosa,125000000
Apartamento,2,1,42,Bosa,123000000
Apartamento,3,3,132,Cantagallo,800000000
Casa,4,2,72,Engativa,365000000
Apartamento,3,2,49,Engativa,170000000
Apartamento,3,1,46,Timiza,147000000
Apartamento,3,2,80,Cantagallo,510000000
Casa,5,5,500,Zona Noroccidental,1700000000
Apartamento,3,2,59,Villemar,205000000
